,price,year built,sqft,beds,bathroom,price_sqft,grage,HOA Fees,Address,Time On Web,sqft lot,Condo,Multi-Family,Single Family,Townhome
430,544000,2022.0,1550.0,2.0,2.0,351.0,1,187.0,"2438 N Western Ave Apt 2, Chicago, IL 60647",96,1550.0,1,0,0,0
431,295000,1920.0,2151.0,3.0,1.5,137.0,2,171.0,"3535 N New England Ave, Chicago, IL 60634",47,3101.0,0,0,1,0
433,310000,1997.0,815.0,1.0,1.0,380.0,0,630.0,"630 N State St Apt 2109, Chicago, IL 60654",98,815.0,1,0,0,0
434,100000,1916.0,3125.0,4.0,2.5,32.0,0,175.0,"4833 W Jackson Blvd, Chicago, IL 60644",46,3125.0,0,1,0,0
437,395000,2005.0,1215.0,2.0,2.0,325.0,1,703.0,"849 N Franklin St Unit 701, Chicago, IL 60610",47,1215.0,1,0,0,0
438,222500,1953.0,1350.0,3.0,2.5,165.0,2,300.0,"8145 S Kingston Ave, Chicago, IL 60617",98,4125.0,0,0,1,0
441,125900,1968.0,1584.0,4.0,1.5,79.0,2,898.0,"Chicago, IL 60637",45,3149.0,0,0,1,0
444,195000,1991.0,642.0,1.0,1.0,304.0,0,448.0,"474 N Lake Shore Dr Apt 2501, Chicago, IL 60611",96,642.0,1,0,0,0
445,134900,1922.0,995.0,5.0,1.5,136.0,0,551.1388379204893,"10017 S LA Salle St, Chicago, IL 60628",98,3125.0,0,0,1,0
446,75000,1970.0,950.0,2.0,1.5,79.0,0,368.0,"4351 W 76th St Apt C1307, Chicago, IL 60652",97,950.0,1,0,0,0
448,599900,1900.0,3125.0,5.0,2.0,192.0,2,1008.0,"1656 W Bryn Mawr Ave, Chicago, IL 60660",96,3125.0,0,1,0,0
451,260000,1961.0,1334.0,3.0,1.5,195.0,2,368.0,"3626 W 81st St, Chicago, IL 60652",47,4408.0,0,0,1,0
452,190350,1924.0,964.0,3.0,1.0,197.0,2,125.0,"6422 S Troy St, Chicago, IL 60629",46,3123.0,0,0,1,0
455,534000,2007.0,1667.0,2.0,2.5,320.0,1,985.0,"611 S Wells St Apt 1803, Chicago, IL 60607",99,1667.0,1,0,0,0
457,379900,1927.0,3125.0,6.0,3.0,122.0,0,334.0,"1130 N Lawndale Ave, Chicago, IL 60651",97,3125.0,0,1,0,0
465,329900,1948.0,2408.0,5.0,2.0,137.0,2,368.0,"3523 W 79th Pl, Chicago, IL 60652",46,4408.0,0,0,1,0
468,149900,1927.0,900.0,2.0,1.0,167.0,0,214.0,"4917 N Avers Ave Apt 2B, Chicago, IL 60625",46,900.0,1,0,0,0
474,199500,1900.0,1200.0,3.0,2.0,166.0,0,478.0,"7837 S Oglesby Ave, Chicago, IL 60649",46,4500.0,0,0,1,0
494,515000,1998.0,1300.0,2.0,2.0,396.0,1,208.0,"1947 W Evergreen Ave Apt B, Chicago, IL 60622",46,1300.0,1,0,0,0
499,399000,1889.0,1258.0,2.0,2.0,317.0,0,153.0,"1435 N North Park Ave Apt 2, Chicago, IL 60610",59,1258.0,1,0,0,0
504,99999,1932.0,773.0,2.0,1.0,129.0,0,288.0,"4012 W Ainslie St Unit G, Chicago, IL 60630",96,773.0,1,0,0,0
505,229900,1927.0,2800.0,4.0,2.0,82.0,1,244.0,"9413 S Vanderpoel Ave, Chicago, IL 60643",123,3711.0,0,0,1,0
509,130000,1966.0,1058.0,2.0,1.5,123.0,2,551.1388379204893,"2718 E 127th St, Chicago, IL 60633",7,3668.0,0,0,1,0
513,239900,1943.0,1387.0,2.0,1.0,173.0,0,288.0,"5114 W Henderson St, Chicago, IL 60641",130,3833.0,0,0,1,0
514,185000,1886.0,1300.0,3.0,2.0,142.0,0,350.0,"6137 S Kimbark Ave Apt 1, Chicago, IL 60637",24,1300.0,1,0,0,0
515,374900,1996.0,1140.0,1.0,2.0,329.0,1,859.0,"195 N Harbor Dr Apt 2309, Chicago, IL 60601",53,1140.0,1,0,0,0
516,300000,2007.0,1250.0,2.0,2.0,240.0,2,1002.0,"1101 S State St Apt 1804, Chicago, IL 60605",37,1250.0,1,0,0,0
519,139000,1968.0,517.0,1.0,1.0,269.0,1,569.0,"1 E Scott St Apt 1311, Chicago, IL 60610",44,517.0,1,0,0,0
527,318900,1958.0,1101.0,2.0,2.0,290.0,2,250.0,"7736 W Norwood St, Chicago, IL 60631",65,3968.0,0,0,1,0
528,374000,1932.0,1800.0,3.0,2.5,208.0,2,288.0,"4843 N Moody Ave, Chicago, IL 60630",55,3720.0,0,0,1,0
530,239900,1910.0,1100.0,2.0,2.0,218.0,0,205.0,"1403 W Rascher Ave Apt G, Chicago, IL 60640",59,1100.0,1,0,0,0
531,175000,1943.0,1521.0,3.0,1.5,115.0,3,551.1388379204893,"10135 S Forest Ave, Chicago, IL 60628",25,3751.0,0,0,1,0
535,298500,2009.0,804.0,1.0,1.0,371.0,1,283.0,"1344 W Madison St Unit 301, Chicago, IL 60607",53,804.0,1,0,0,0
536,325000,1890.0,2750.0,4.0,3.0,118.0,2,120.0,"1355 W 16th St, Chicago, IL 60608",60,2750.0,0,1,0,0
539,439999,1944.0,1650.0,4.0,2.5,267.0,2,250.0,"6662 W Raven St, Chicago, IL 60631",91,3999.0,0,0,1,0
540,265000,1966.0,988.0,3.0,1.0,268.0,2,551.1388379204893,"5300 S Harding Ave, Chicago, IL 60632",17,3567.0,0,0,1,0
543,132166,1920.0,802.0,2.0,2.0,165.0,0,551.1388379204893,"7511 S Parnell Ave, Chicago, IL 60620",46,3750.0,0,0,1,0
554,315000,2008.0,2200.0,3.0,3.0,143.0,0,455.0,"4755 S Saint Lawrence Ave Unit A4, Chicago, IL 60615",97,2200.0,1,0,0,0
585,199900,1928.0,1200.0,2.0,1.5,167.0,2,551.1388379204893,"7318 S Oakley Ave, Chicago, IL 60636",12,3125.0,0,0,1,0
586,407000,2001.0,1700.0,3.0,2.5,239.0,1,316.0,"5234 S Berkeley Ave, Chicago, IL 60615",12,4000.0,0,0,0,1
587,219900,1956.0,2498.0,4.0,3.0,88.0,2,244.0,"12826 S Peoria St, Chicago, IL 60643",12,4304.0,0,0,1,0
589,359900,1964.0,1200.0,3.0,1.5,300.0,0,348.0,"3018 W Granville Ave, Chicago, IL 60659",12,2500.0,0,0,0,1
596,499000,1928.0,1244.0,2.0,2.0,401.0,1,319.0,"2000 W Haddon Ave Apt 210, Chicago, IL 60622",12,1244.0,1,0,0,0
598,219000,1918.0,1850.0,3.0,2.0,118.0,0,551.1388379204893,"11618 S Wallace St, Chicago, IL 60628",12,4286.0,0,0,1,0
599,135000,1925.0,900.0,3.0,1.0,150.0,0,551.1388379204893,"10117 S Yale Ave, Chicago, IL 60628",12,3750.0,0,0,1,0
601,65000,1912.0,600.0,2.0,1.0,108.0,0,551.1388379204893,"309 E 120th Pl, Chicago, IL 60628",12,3750.0,0,0,1,0
604,184500,1959.0,800.0,1.0,1.0,231.0,2,763.0,"3440 N Lake Shore Dr Apt 3B, Chicago, IL 60657",12,800.0,1,0,0,0
609,140000,1956.0,1007.0,3.0,1.0,139.0,2,300.0,"9047 S Crandon Ave, Chicago, IL 60617",4,3751.0,0,0,1,0
611,289900,1885.0,3049.0,6.0,3.0,95.0,1,300.0,"10620 S Avenue H, Chicago, IL 60617",13,3049.0,0,1,0,0
612,349900,1922.0,1417.0,3.0,2.0,247.0,0,228.0,"11141 S Saint Louis Ave, Chicago, IL 60655",13,3811.0,0,0,1,0
615,325000,1958.0,1100.0,3.0,1.5,295.0,2,200.0,"5413 S Linder Ave, Chicago, IL 60638",13,3781.0,0,0,1,0
616,325000,1928.0,3450.0,4.0,3.0,94.0,2,300.0,"8117 S Paxton Ave, Chicago, IL 60617",13,3999.0,0,0,1,0
618,399000,2023.0,3145.0,4.0,2.5,127.0,2,267.0,"409 N Ridgeway Ave, Chicago, IL 60624",13,3145.0,0,0,1,0
619,275000,1956.0,1250.0,4.0,1.5,220.0,2,125.0,"3509 W 71st St, Chicago, IL 60629",13,3750.0,0,0,1,0
623,65000,1910.0,989.0,3.0,1.0,66.0,2,551.1388379204893,"214 W 108th St, Chicago, IL 60628",13,3751.0,0,0,1,0
624,184900,1885.0,1020.0,3.0,1.5,181.0,0,551.1388379204893,"10720 S Champlain Ave, Chicago, IL 60628",44,1792.0,0,0,0,1
625,130150,1931.0,1141.0,3.0,2.0,114.0,2,551.1388379204893,"8446 S Aberdeen St, Chicago, IL 60620",166,3125.0,0,0,1,0
626,195500,1958.0,900.0,1.0,1.0,217.0,1,703.0,"1150 N Lake Shore Dr Apt 6K, Chicago, IL 60611",181,900.0,1,0,0,0
627,156500,1965.0,550.0,1.0,1.0,285.0,1,485.0,"777 N Michigan Ave Apt 2104, Chicago, IL 60611",113,550.0,1,0,0,0
628,140000,1971.0,1059.0,2.0,2.0,132.0,1,732.0,"3041 S Michigan Ave Unit 301, Chicago, IL 60616",170,1059.0,1,0,0,0
629,225000,1923.0,1150.0,2.0,1.0,196.0,0,932.0,"3520 N Lake Shore Dr Apt 2E, Chicago, IL 60657",171,1150.0,1,0,0,0
630,239200,1925.0,1450.0,4.0,2.0,165.0,2,160.0,"4632 W Montana St, Chicago, IL 60639",32,3600.0,0,0,1,0
631,489900,1966.0,1294.0,3.0,2.5,379.0,2,305.0,"4651 N Forestview Ave, Chicago, IL 60656",26,5750.0,0,0,1,0
633,358000,2004.0,1100.0,3.0,2.0,325.0,0,155.0,"1333 N Bosworth Ave Apt 1, Chicago, IL 60642",71,1100.0,1,0,0,0
634,314900,1895.0,1584.0,4.0,2.0,199.0,0,200.0,"3601 S Archer Ave, Chicago, IL 60609",37,2949.0,0,0,1,0
635,164900,1965.0,1200.0,2.0,1.5,137.0,0,1067.0,"6166 N Sheridan Rd Apt 20C, Chicago, IL 60660",195,1200.0,1,0,0,0
636,218000,1927.0,1800.0,3.0,3.0,121.0,2,228.0,"11147 S Drake Ave, Chicago, IL 60655",151,3790.0,0,0,1,0
639,275000,1917.0,1160.0,4.0,2.0,237.0,2,334.0,"1542 N Luna Ave, Chicago, IL 60651",100,4840.0,0,0,1,0
643,174999,1920.0,1025.0,1.0,1.0,171.0,1,456.0,"40 E 9th St Apt 317, Chicago, IL 60605",3,1025.0,1,0,0,0
644,128250,1927.0,650.0,1.0,1.0,197.0,0,295.0,"2019 W Argyle St Apt 2, Chicago, IL 60625",50,650.0,1,0,0,0
645,579000,1890.0,1417.0,3.0,1.5,409.0,2,205.0,"1419 N Oakley Blvd, Chicago, IL 60622",108,3123.0,0,0,1,0
646,597000,1968.0,1546.0,3.0,3.5,386.0,0,108.0,"5225 S Kimbark Ave, Chicago, IL 60615",173,1740.0,0,0,0,1
649,248500,1915.0,2155.0,4.0,3.0,115.0,2,898.0,"6719 S Indiana Ave, Chicago, IL 60637",111,5371.0,0,0,1,0
652,250000,1886.0,1000.0,2.0,2.0,250.0,0,250.0,"825 W Cuyler Ave Unit Gw, Chicago, IL 60613",130,1000.0,1,0,0,0
655,350000,2003.0,991.0,2.0,2.0,353.0,1,731.0,"635 N Dearborn St Apt 2203, Chicago, IL 60654",186,991.0,1,0,0,0
656,249000,1924.0,762.0,1.0,1.0,327.0,0,510.0,"310 S Michigan Ave Unit 1212, Chicago, IL 60604",17,762.0,1,0,0,0
658,419900,1918.0,1800.0,2.0,2.0,233.0,1,310.0,"907 W Sunnyside Ave Unit 3, Chicago, IL 60640",18,1800.0,1,0,0,0
659,209900,1955.0,1543.0,4.0,2.0,136.0,1,368.0,"2644 W 83rd St, Chicago, IL 60652",144,3123.0,0,0,1,0
661,209000,1978.0,2000.0,2.0,2.0,105.0,1,684.0,"3100 S King Dr Apt 304, Chicago, IL 60616",41,2000.0,1,0,0,0
662,399900,1926.0,2846.0,5.0,3.5,141.0,2,400.0,"5942 N Kolmar Ave, Chicago, IL 60646",41,4700.0,0,0,1,0
663,234900,1913.0,804.0,2.0,1.0,292.0,0,246.0,"5873 N Glenwood Ave Apt 3, Chicago, IL 60660",32,804.0,1,0,0,0
669,334900,1926.0,2400.0,4.0,2.0,140.0,2,551.1388379204893,"5424 S Francisco Ave, Chicago, IL 60632",13,3125.0,0,0,1,0
674,265000,2007.0,1440.0,3.0,2.0,184.0,0,278.0,"4051 S Michigan Ave Apt 3N, Chicago, IL 60653",13,1440.0,1,0,0,0
676,185000,1969.0,1000.0,3.0,1.5,185.0,2,244.0,"11701 S Racine Ave, Chicago, IL 60643",13,3123.0,0,0,1,0
678,425000,1910.0,2600.0,3.0,3.5,163.0,0,450.0,"840 E 52nd St Apt 1E, Chicago, IL 60615",13,2600.0,1,0,0,0
679,549500,1929.0,3300.0,4.0,4.0,167.0,2,200.0,"6148 S Moody Ave, Chicago, IL 60638",13,3781.0,0,0,1,0
681,305000,2008.0,951.0,1.0,1.0,321.0,0,717.0,"8 E Randolph St Unit 1203, Chicago, IL 60601",13,951.0,1,0,0,0
682,279000,1955.0,1062.0,3.0,2.0,263.0,2,125.0,"3425 W 71st Pl, Chicago, IL 60629",13,3751.0,0,0,1,0
683,160000,1969.0,475.0,1.0,1.0,337.0,0,292.0,"450 W Briar Pl Apt 4L, Chicago, IL 60657",14,475.0,1,0,0,0
684,404000,2002.0,1100.0,2.0,2.0,367.0,1,645.0,"111 S Morgan St Apt 604, Chicago, IL 60607",14,1100.0,1,0,0,0
685,459000,1932.0,2863.0,3.0,2.0,160.0,2,288.0,"5512 N Melvina Ave, Chicago, IL 60630",14,3720.0,0,0,1,0
686,199900,1958.0,800.0,1.0,1.0,250.0,0,950.0,"33 E Cedar St Apt 5A, Chicago, IL 60611",13,800.0,1,0,0,0
687,349000,1967.0,3100.0,5.0,2.0,113.0,2,160.0,"5850 W Grand Ave, Chicago, IL 60639",13,3100.0,0,1,0,0
689,499999,1890.0,1530.0,3.0,3.5,327.0,0,237.0,"3611 S Calumet Ave, Chicago, IL 60653",14,958.0,0,0,1,0
690,434900,1953.0,2523.0,4.0,4.0,172.0,2,228.0,"10458 S Campbell Ave, Chicago, IL 60655",13,4961.0,0,0,1,0
691,229000,1972.0,760.0,1.0,1.0,301.0,1,675.0,"2650 N Lakeview Ave Apt 4107, Chicago, IL 60614",14,760.0,1,0,0,0
694,334900,1913.0,1300.0,2.0,2.0,258.0,1,440.0,"825 W Gunnison St Apt 2W, Chicago, IL 60640",14,1300.0,1,0,0,0
695,519900,2004.0,1140.0,3.0,2.0,456.0,2,120.0,"3317 S Aberdeen St, Chicago, IL 60608",14,3001.0,0,0,1,0
696,375000,1954.0,1620.0,3.0,2.0,231.0,2,171.0,"3951 N Nordica Ave, Chicago, IL 60634",14,3563.0,0,0,1,0
697,499500,2022.0,3125.0,3.0,2.0,160.0,2,300.0,"2828 W Wilcox St, Chicago, IL 60612",13,3125.0,0,0,1,0
700,385000,1924.0,2009.0,4.0,2.0,192.0,0,171.0,"3317 N Oriole Ave, Chicago, IL 60634",13,3720.0,0,0,1,0
703,549500,2005.0,1800.0,3.0,2.0,305.0,1,345.0,"2222 W Belmont Ave Unit 302, Chicago, IL 60618",13,1800.0,1,0,0,0
705,575000,1999.0,1730.0,2.0,2.0,332.0,0,225.0,"1406 N Mohawk St Apt A, Chicago, IL 60610",14,1730.0,1,0,0,0
710,240000,1957.0,1001.0,3.0,1.5,240.0,2,125.0,"3904 W 65th St, Chicago, IL 60629",14,3720.0,0,0,1,0
712,550000,2003.0,1600.0,2.0,2.0,344.0,1,236.0,"3543 N Southport Ave Apt 2S, Chicago, IL 60657",5,1600.0,1,0,0,0
718,280000,1900.0,1022.0,3.0,2.0,274.0,2,551.1388379204893,"61 W 112th St, Chicago, IL 60628",15,4648.0,0,0,1,0
720,434500,1953.0,1158.0,2.0,2.0,375.0,2,250.0,"6675 W Schreiber Ave, Chicago, IL 60631",15,4000.0,0,0,1,0
721,295000,1958.0,1693.0,3.0,2.0,174.0,2,368.0,"3432 W 85th St, Chicago, IL 60652",15,4651.0,0,0,1,0
723,97000,1928.0,3000.0,3.0,2.0,32.0,2,551.1388379204893,"7753 S Wolcott Ave, Chicago, IL 60620",15,3750.0,0,0,1,0
725,89999,1927.0,900.0,2.0,1.0,100.0,0,175.0,"44 N Menard Ave Unit A1, Chicago, IL 60644",15,900.0,1,0,0,0
727,259000,2008.0,850.0,1.0,1.0,305.0,0,546.0,"728 W Jackson Blvd Apt 418, Chicago, IL 60661",15,850.0,1,0,0,0
728,300000,1900.0,2200.0,6.0,2.0,136.0,0,551.1388379204893,"6345 S Aberdeen St, Chicago, IL 60621",15,0.25,0,1,0,0
731,64900,1946.0,937.0,2.0,1.0,69.0,0,300.0,"9602 S Hoxie Ave, Chicago, IL 60617",15,3125.0,0,0,0,1
734,519900,1920.0,3000.0,4.0,4.0,173.0,2,160.0,"1706 N Lockwood Ave, Chicago, IL 60639",15,3125.0,0,0,1,0
738,164990,1957.0,1250.0,3.0,1.0,132.0,0,551.1388379204893,"1925 W 71st St, Chicago, IL 60636",15,3811.0,0,0,1,0
740,249900,1914.0,3326.0,5.0,4.0,75.0,0,334.0,"1055 N Drake Ave, Chicago, IL 60651",15,3751.0,0,0,1,0
742,50000,1962.0,750.0,1.0,1.0,67.0,0,263.0,"7355 S South Shore Dr Apt 508, Chicago, IL 60649",15,750.0,1,0,0,0
744,159900,1925.0,1530.0,3.0,2.0,105.0,0,125.0,"3606 W 57th Pl, Chicago, IL 60629",16,3123.0,0,0,1,0
750,105000,1915.0,1000.0,3.0,2.0,105.0,0,551.1388379204893,"7339 S Carpenter St, Chicago, IL 60621",16,3123.0,0,0,1,0
752,104900,1909.0,1590.0,5.0,2.0,66.0,0,551.1388379204893,"5707 S Hoyne Ave, Chicago, IL 60636",16,4156.0,0,0,1,0
753,85000,1933.0,1200.0,3.0,1.0,71.0,0,551.1388379204893,"12 E 102nd Pl, Chicago, IL 60628",16,3123.0,0,0,1,0
754,99900,1893.0,1268.0,4.0,1.5,79.0,0,300.0,"8229 S East End Ave, Chicago, IL 60617",16,3751.0,0,0,1,0
759,289500,1930.0,2550.0,4.0,2.5,114.0,2,551.1388379204893,"8000 S Wolcott Ave, Chicago, IL 60620",16,6150.0,0,0,1,0
764,230000,1953.0,1283.0,3.0,1.5,179.0,2,368.0,"8426 S Knox Ave, Chicago, IL 60652",16,0.23,0,0,1,0
768,169000,1973.0,600.0,1.0,1.0,282.0,1,692.0,"655 W Irving Park Rd Apt 4607, Chicago, IL 60613",16,600.0,1,0,0,0
769,264900,1953.0,1600.0,3.0,2.0,166.0,2,300.0,"8940 S Jeffery Blvd, Chicago, IL 60617",16,3751.0,0,0,1,0
770,219900,1920.0,1175.0,2.0,2.0,187.0,0,268.0,"5152 N Avers Ave Apt 1, Chicago, IL 60625",16,1175.0,1,0,0,0
772,134900,1965.0,650.0,1.0,1.0,208.0,0,257.0,"7021 N Ridge Blvd Apt 1F, Chicago, IL 60645",16,650.0,1,0,0,0
773,123000,1910.0,1260.0,3.0,2.5,98.0,0,551.1388379204893,"330 E 116th St, Chicago, IL 60628",16,3900.0,0,0,1,0
774,240000,1953.0,1497.0,4.0,2.0,160.0,2,368.0,"2852 W 84th St, Chicago, IL 60652",16,4800.0,0,0,1,0
775,279999,1920.0,1056.0,3.0,3.0,265.0,2,334.0,"1350 N Menard Ave, Chicago, IL 60651",16,4092.0,0,0,1,0
776,419900,1946.0,1734.0,4.0,3.0,242.0,2,200.0,"5521 S Rutherford Ave, Chicago, IL 60638",16,3781.0,0,0,1,0
778,275000,1899.0,3125.0,4.0,3.0,88.0,0,300.0,"1110 S Sacramento Blvd, Chicago, IL 60612",16,3125.0,0,1,0,0
780,335000,1924.0,2000.0,4.0,3.0,168.0,2,171.0,"2908 N Neenah Ave, Chicago, IL 60634",16,3746.0,0,0,1,0
781,320000,1974.0,1100.0,1.0,1.0,291.0,2,770.0,"200 E Delaware Pl Apt 13E, Chicago, IL 60611",16,1100.0,1,0,0,0
784,595000,1926.0,3100.0,4.0,3.0,192.0,2,305.0,"Chicago, IL 60656",16,3485.0,0,0,1,0
786,215000,1959.0,1100.0,2.0,1.0,195.0,0,312.0,"5425 N Paulina St Apt 1S, Chicago, IL 60640",16,1100.0,1,0,0,0
790,459000,1929.0,1250.0,1.0,1.0,367.0,1,901.0,"2912 N Commonwealth Ave Apt 7D, Chicago, IL 60657",16,1250.0,1,0,0,0
791,139900,1960.0,857.0,2.0,1.0,163.0,0,250.0,"7322 W Talcott Ave Unit G, Chicago, IL 60631",93,857.0,1,0,0,0
792,274900,1947.0,1171.0,3.0,1.5,235.0,2,228.0,"3829 W 109th Pl, Chicago, IL 60655",9,4617.0,0,0,1,0
793,175000,1946.0,2000.0,5.0,2.0,88.0,2,551.1388379204893,"12415 S Princeton Ave, Chicago, IL 60628",33,4835.0,0,0,1,0
794,318000,1925.0,1200.0,2.0,2.0,265.0,0,527.0,"1601 S Michigan Ave Apt 103, Chicago, IL 60616",107,1200.0,1,0,0,0
795,259999,2006.0,1200.0,2.0,2.0,217.0,1,171.0,"6444 W Belmont Ave Apt 201, Chicago, IL 60634",80,1200.0,1,0,0,0
797,186300,1921.0,810.0,1.0,1.0,230.0,0,182.0,"3450 N Janssen Ave Apt Ag, Chicago, IL 60657",97,810.0,1,0,0,0
804,565000,2000.0,2000.0,3.0,3.0,283.0,0,121.0,"922 N Wood St Apt 3, Chicago, IL 60622",67,2000.0,1,0,0,0
805,269900,2001.0,885.0,2.0,1.5,305.0,1,434.0,"700 W Van Buren St Apt 607, Chicago, IL 60607",66,885.0,1,0,0,0
809,249500,1885.0,1512.0,3.0,2.5,165.0,2,205.0,"1321 S Christiana Ave, Chicago, IL 60623",1,3125.0,0,0,1,0
811,319900,1914.0,1250.0,2.0,1.0,256.0,0,481.0,"124 W Polk St Apt 307, Chicago, IL 60605",101,1250.0,1,0,0,0
813,239900,1926.0,1144.0,2.0,2.0,210.0,0,204.0,"2747 N Spaulding Ave Unit G, Chicago, IL 60647",96,1144.0,1,0,0,0
814,118900,1930.0,1012.0,2.0,1.0,117.0,0,300.0,"10342 S Avenue F, Chicago, IL 60617",170,3559.0,0,0,1,0
817,469000,1922.0,1650.0,2.0,2.0,284.0,0,431.0,"559 W Roscoe St Unit 2W, Chicago, IL 60657",48,1650.0,1,0,0,0
822,219500,1964.0,1431.0,3.0,1.5,153.0,2,551.1388379204893,"2700 E 128th St, Chicago, IL 60633",41,3646.0,0,0,1,0
828,275000,2005.0,1700.0,3.0,2.0,162.0,0,350.0,"6526 S Kimbark Ave Unit 1N, Chicago, IL 60637",133,1700.0,1,0,0,0
830,269900,1910.0,2632.0,5.0,2.0,103.0,0,551.1388379204893,"1711 W Garfield Blvd, Chicago, IL 60636",46,0.31,0,0,1,0
832,249900,1951.0,1500.0,3.0,2.0,167.0,2,551.1388379204893,"Chicago, IL 60628",17,3781.0,0,0,1,0
833,220110,1899.0,1071.0,3.0,2.0,206.0,2,205.0,"1237 S Komensky Ave, Chicago, IL 60623",17,3023.0,0,0,1,0
834,146000,1918.0,1000.0,3.0,1.0,146.0,1,244.0,"11323 S Aberdeen St, Chicago, IL 60643",17,3123.0,0,0,1,0
835,300000,2002.0,804.0,1.0,1.0,373.0,1,499.0,"Chicago, IL 60605",17,804.0,1,0,0,0
836,309900,1967.0,1089.0,3.0,1.0,285.0,0,228.0,"10503 S Kedzie Ave, Chicago, IL 60655",17,2500.0,0,0,1,0
839,395000,2007.0,1250.0,2.0,2.0,316.0,1,214.0,"1536 N Artesian Ave Apt 2, Chicago, IL 60622",17,1250.0,1,0,0,0
840,58300,1895.0,1414.0,4.0,2.0,41.0,0,300.0,"8239 S East End Ave, Chicago, IL 60617",17,3751.0,0,0,1,0
841,249900,1935.0,1207.0,3.0,1.5,207.0,2,171.0,"3324 N Opal Ave, Chicago, IL 60634",17,3781.0,0,0,1,0
843,114900,1896.0,880.0,2.0,2.0,131.0,0,200.0,"732 W 48th Pl, Chicago, IL 60609",17,3001.0,0,0,1,0
845,265000,1966.0,988.0,3.0,1.0,268.0,2,551.1388379204893,"5300 S Harding Ave, Chicago, IL 60632",17,3567.0,0,0,1,0
847,279000,1924.0,1867.0,5.0,2.5,149.0,2,551.1388379204893,"2045 W 71st St, Chicago, IL 60636",17,3123.0,0,0,1,0
852,299900,1925.0,2480.0,3.0,1.0,121.0,0,120.0,"2024 W Coulter St, Chicago, IL 60608",17,2400.0,0,0,1,0
853,175000,2000.0,750.0,1.0,1.0,233.0,0,108.0,"1441 W Fry St Unit 1S, Chicago, IL 60642",17,750.0,1,0,0,0
854,279500,1987.0,1100.0,2.0,2.0,254.0,0,650.0,"801 S Plymouth Ct Apt 306, Chicago, IL 60605",17,1100.0,1,0,0,0
861,249900,1920.0,1800.0,3.0,3.0,139.0,0,551.1388379204893,"8801 S Morgan St, Chicago, IL 60620",17,3751.0,0,0,1,0
862,179900,1957.0,1424.0,3.0,1.0,126.0,2,244.0,"9567 S Peoria St, Chicago, IL 60643",17,3125.0,0,0,1,0
863,419000,2006.0,1038.0,2.0,2.0,404.0,1,297.0,"1228 W Monroe St Unit 504, Chicago, IL 60607",17,1038.0,1,0,0,0
864,275000,1956.0,2700.0,3.0,2.0,102.0,2,244.0,"1054 W 103rd Pl, Chicago, IL 60643",17,4034.0,0,0,1,0
865,212000,1926.0,700.0,1.0,1.0,303.0,0,644.0,"40 E Delaware Pl Apt 305, Chicago, IL 60611",17,700.0,1,0,0,0
869,354900,1918.0,2450.0,4.0,4.0,145.0,2,300.0,"7938 S Euclid Ave, Chicago, IL 60617",17,4373.0,0,0,1,0
870,54900,1895.0,882.0,4.0,2.0,62.0,0,478.0,"7727 S Saginaw Ave, Chicago, IL 60649",17,3750.0,0,0,1,0
871,225000,1901.0,2500.0,3.0,2.5,90.0,0,267.0,"126 N Kilbourn Ave, Chicago, IL 60624",17,3176.0,0,0,1,0
876,50000,1964.0,1200.0,2.0,1.5,42.0,1,466.0,"2772 E 75th St Unit N2D, Chicago, IL 60649",3,1200.0,1,0,0,0
877,64900,1890.0,1193.0,5.0,2.0,54.0,0,551.1388379204893,"22 W 110th Pl, Chicago, IL 60628",3,300.0,0,0,1,0
878,85000,1922.0,890.0,2.0,1.0,96.0,0,277.0,"6706 S Ridgeland Ave Apt 3C, Chicago, IL 60649",3,890.0,1,0,0,0
879,129000,1959.0,1024.0,3.0,1.5,126.0,2,551.1388379204893,"9404 S Peoria St, Chicago, IL 60620",3,4373.0,0,0,1,0
883,299000,1920.0,2600.0,4.0,3.0,115.0,1,478.0,"7225 S Bennett Ave, Chicago, IL 60649",3,4556.0,0,0,1,0
885,145000,1945.0,1250.0,2.0,1.5,116.0,0,300.0,"9635 S Chappel Ave, Chicago, IL 60617",3,3125.0,0,0,1,0
886,269900,1930.0,1651.0,4.0,2.0,163.0,1,171.0,"2905 N Newcastle Ave, Chicago, IL 60634",2,3750.0,0,0,1,0
887,245000,2003.0,1600.0,3.0,2.0,153.0,0,281.0,"4442 S Indiana Ave Apt 3, Chicago, IL 60653",3,1600.0,1,0,0,0
888,289900,1926.0,1470.0,4.0,2.0,197.0,2,300.0,"8139 S Merrill Ave, Chicago, IL 60617",3,3751.0,0,0,1,0
889,199900,1923.0,874.0,2.0,1.0,229.0,2,160.0,"5924 W Wrightwood Ave, Chicago, IL 60639",2,4177.0,0,0,1,0
890,174999,1920.0,1025.0,1.0,1.0,171.0,1,456.0,"40 E 9th St Apt 317, Chicago, IL 60605",2,1025.0,1,0,0,0
891,180000,2007.0,850.0,2.0,1.0,212.0,1,330.0,"4130 S Drexel Blvd Apt 3B, Chicago, IL 60653",3,850.0,1,0,0,0
895,289900,1962.0,1100.0,4.0,1.5,264.0,2,368.0,"3349 W 85th St, Chicago, IL 60652",3,3125.0,0,0,1,0
897,469999,1895.0,1840.0,4.0,3.0,255.0,0,300.0,"2442 W Taylor St, Chicago, IL 60612",3,2400.0,0,1,0,0
